Branch,barcode,Product Category,Name,Unit of Measure,May,quantity,Rate,Amount,Zero Check,KIT items,Actual ID,conversion,Actual Qty
Badar,8715700125602,Pantry,Heinz - Creamy Classic Mayonnaise (310ml),Units,0,0,790,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8994907000305,Pantry,Heinz - Farley's Rusks Banana Cereal 120g,Units,0,0,546.61,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8994907001289,Pantry,Heinz - Farley's Rusks Orange Cereal 120g,Units,0,0,547.6,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5000218005670,Pantry,Heinz - Farley's Rusks Original (VMIC) 150g,Units,0,0,1450,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5000218005687,Pantry,Heinz - Farley's Rusks Original (VMIC) 300g,Units,0,0,1600.13,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8994907000251,Pantry,Heinz - Farley's Rusks Original Cereal 120g,Units,2,1,583.97,583.97,3,#N/A,#N/A,#N/A,#N/A
Badar,5000157144539,Pantry,Heinz - Garlic & Caramelised Onion Mayonnaise 220ml,Units,0,0,1050,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6290090033161,Pantry,Heinz - Incredibly Light Mayonnaise (400ml),Units,0,0,900,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8994907001319,Pantry,Heinz - Indonesian Raw Mango (325g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8994907001333,Pantry,Heinz - Korean Gochujang (325g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8994907001326,Pantry,Heinz - Mexican Roasted Jalapeno (325g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5000157144324,Pantry,Heinz - Rich & Creamy Truffle Mayonnaise 220ml,Units,0,0,1050,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5000157143365,Pantry,Heinz - Saucy Sauce (425g),Units,0,0,1225,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6954102424711,Pantry,Heinz - Sliced Mushroom (380g),Units,0,0,237.29,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5000157146298,Pantry,Heinz - Sundried Cherry Tomato & Basil Sauce (350g),Units,0,0,1415,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6954102424728,Pantry,Heinz - Sweet Corn 380g,Units,1,0,245.76,0,1,#N/A,#N/A,#N/A,#N/A
Badar,6290090011039,Pantry,Heinz - Tomato Ketchup (342g),Units,0,0,760,0,0,#N/A,#N/A,#N/A,#N/A
Badar,013000006408,Pantry,Heinz - Tomato Ketchup (570g),Units,0,0,974.58,0,0,#N/A,#N/A,#N/A,#N/A
Badar,013000006057,Pantry,Heinz - Tomato Ketchup (910g),Units,0,0,1645,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8410066135837,Pantry,Heinz - Vegan Mayo Aioli (220ml),Units,0,0,730,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8410066135899,Pantry,Heinz - Vegan Mayo Chilli Aioli 220ml,Units,0,0,730,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5000157145260,Pantry,Heinz - Vegan Mayo Garlic Aioli 220ml,Units,0,0,1050,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5000157150851,Pantry,Heinz - Vegetable Soup (400g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6954102424735,Pantry,Heinz - Whole Mushroom (380g),Units,0,0,292.37,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6954102424780,Pantry,Heinz - Young Corn 400g,Units,1,0,273.44,0,1,#N/A,#N/A,#N/A,#N/A
Badar,6221033001015,Pantry,Heinz Tomato ketchup (295g),Units,1,0,496.06,0,1,#N/A,#N/A,#N/A,#N/A
Badar,1901,Pantry,Heniz - Beans Rich Tomato No Sugar,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1900,Pantry,Heniz - Beans Rich Tomato Sauce,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002411696,Pantry,Herman - Caesar Dressing 267ml,Units,0,0,810,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002411672,Pantry,Herman - French Dressing 267ml,Units,0,0,875,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002416110,Pantry,Herman - Hot Sauce 88ml,Units,1,0,250,0,1,#N/A,#N/A,#N/A,#N/A
Badar,6294002411665,Pantry,Herman - Italian Dressing 267ml,Units,0,0,875,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002407071,Pantry,Herman - Lemon Juice (946ml),Units,0,0,932.2,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002407798,Beverages,Herman - Lemon Juice Alternative 473ml,Units,0,0,777.26,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002407347,Pantry,Herman - Light Mayonnaise 473ml,Units,0,0,995,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002411627,Pantry,Herman - Mustard Sauce 226g,Units,0,0,524.88,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002407095,Pantry,Herman - Pancake Syrup (709ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002406319,Pantry,Herman - Pasta Sauce (380g),Units,0,0,773.34,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002416196,Pantry,Herman - Peanut Butter Creamy (340g),Units,0,0,860.85,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002416172,Pantry,Herman - Peanut Butter Creamy (510g),Units,1,0,1144.07,0,1,#N/A,#N/A,#N/A,#N/A
Badar,6294002416202,Pantry,Herman - Peanut Butter Crunchy (340g),Units,3,0,864.41,0,3,#N/A,#N/A,#N/A,#N/A
Badar,6294002416189,Pantry,Herman - Peanut Butter Crunchy (510g),Units,2,0,1144.07,0,2,#N/A,#N/A,#N/A,#N/A
Badar,6294002416233,Pantry,Herman - Peanut Butter Honey (340g),Units,1,0,994.83,0,1,#N/A,#N/A,#N/A,#N/A
Badar,6294002406326,Pantry,Herman - Pizza Sauce (380g),Units,0,0,718.07,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002411870,Pantry,Herman - Ranch Dressing 267ml,Units,0,0,875,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002406531,Pantry,Herman - Real Mayonnaise 473ml,Units,0,0,995,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002414864,Pantry,Herman - Soy Sauce (160ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002414529,Pantry,Herman - Teriyaki Sauce (245ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002414499,Pantry,Herman - Thai Chilli Sauce 245g,Units,0,0,550,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002411689,Pantry,Herman - Thousand Island Dressing 267ml,Units,0,0,875,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6294002411795,Pantry,Herman - White Oats (400g),Units,0,0,545.21,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836704308,Chocolates,Hershey's - Nuggets Cookies & Cream (28g),Units,6,0,304.17,0,6,#N/A,#N/A,#N/A,#N/A
Badar,6942836704261,Chocolates,Hershey's - Nuggets Creamy Milk Chocolate (28g),Units,0,0,304.17,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836704285,Chocolates,Hershey's - Nuggets Creamy Milk Chocolate With Almonds (28g),Units,0,0,304.17,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836704322,Chocolates,Hershey's - Nuggets Dark Choclate With Almond (28g),Units,5,0,304.17,0,5,#N/A,#N/A,#N/A,#N/A
Badar,8901071732451,Beverages,Hersheys - Almond Milkshake (180ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836724160,Pantry,Hersheys - Choco Bites Salted Caramel (81g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836723057,Chocolates,Hersheys - Choco Tubes Cookies 'N' Cream 18g,Units,0,0,144.77,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836722999,Chocolates,Hersheys - Choco Tubes Hazelnut Cream 18g,Units,0,0,144.77,0,0,#N/A,#N/A,#N/A,#N/A
Badar,034000013890,Pantry,Hersheys - Chocolate Mint Candy Canes (149g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,03431209,Chocolates,Hersheys - Chocolate Syrup (680g),Units,0,0,915.87,0,0,#N/A,#N/A,#N/A,#N/A
Badar,034000052004,Pantry,Hersheys - Cocoa (226g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,034000052127,Pantry,Hersheys - Cocoa Powder (230g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,034000053001,Pantry,Hersheys - Cocoa Special Dark (226g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,034000214655,Chocolates,Hersheys - Cookies N Cream Dipeed Pretzels (240g),Units,0,0,2415.25,0,0,#N/A,#N/A,#N/A,#N/A
Badar,753854500065,Chocolates,Hersheys - Cookies and Chocolate (40g),Units,11,9,262.22,2359.98,20,#N/A,#N/A,#N/A,#N/A
Badar,753854500089,Chocolates,Hersheys - Cookies and Creme (40g),Units,0,10,289.48,2894.8,10,#N/A,#N/A,#N/A,#N/A
Badar,6942836701024,Chocolates,Hersheys - Creamy Milk Chocolate (40g),Units,0,0,271.19,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836701062,Chocolates,Hersheys - Dark Chocolate (40g),Units,9,3,293.05,879.15,12,#N/A,#N/A,#N/A,#N/A
Badar,8901071701976,Pantry,Hersheys - Kisses Almond Choclate 100g ,Units,0,0,950.75,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836702403,Pantry,Hersheys - Kisses Almond Choclate 40g ,Units,4,2,342.31,684.62,6,#N/A,#N/A,#N/A,#N/A
Badar,6942836723668,Chocolates,Hersheys - Kisses Classic Selection (100g),Units,2,0,889.83,0,2,#N/A,#N/A,#N/A,#N/A
Badar,6942836723651,Chocolates,Hersheys - Kisses Cookies n Creme (100g),Units,2,0,994.61,0,2,#N/A,#N/A,#N/A,#N/A
Badar,6942836707729,Chocolates,Hersheys - Kisses Dark Chocolate (146g),Units,1,1,1016.95,1016.95,2,#N/A,#N/A,#N/A,#N/A
Badar,6942836723644,Chocolates,Hersheys - Kisses Milk Chocolate (100g),Units,2,0,961.29,0,2,#N/A,#N/A,#N/A,#N/A
Badar,6297000673929,Chocolates,Hersheys - Kisses Milk Chocolate (150g),Units,0,0,875,0,0,#N/A,#N/A,#N/A,#N/A
Badar,034000140589,Pantry,Hersheys - Kisses Milk Chocolate Pouch (306g),Units,0,0,2850,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836713010,Chocolates,Hersheys - Kisses Milk Chocolate With Almonds (150g),Units,0,0,835,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836723637,Chocolates,Hersheys - Kisses Special Selection (100g),Units,2,0,977.97,0,2,#N/A,#N/A,#N/A,#N/A
Badar,753854500102,Chocolates,Hersheys - Milk Chocolate Flavour (40g),Units,0,0,300,0,0,#N/A,#N/A,#N/A,#N/A
Badar,034000214907,Pantry,Hersheys - Miniatures Chocolate Candy Pouch (294g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,034000938629,Chocolates,Hersheys - Organic Special Dark (43g),Units,0,0,690,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8901071732437,Beverages,Hersheys - Strawberry Milkshake (180ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,03436602,Pantry,Hersheys - Syrup Caramel Flavor (623g),Units,0,0,1002.36,0,0,#N/A,#N/A,#N/A,#N/A
Badar,03431801,Pantry,Hersheys - Syrup Strawberry Flavor (623g),Units,0,0,1016.95,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836703295,Chocolates,Hershey’s - Creamy Milk Choclate With Almond Pouch (82g) ,Units,3,0,720.34,0,3,#N/A,#N/A,#N/A,#N/A
Badar,6942836703639,Chocolates,Hershey’s - Kisses Cookies 'n' Cream Choclate Pouch (146g) ,Units,0,0,1016.95,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836703240,Chocolates,Hershey’s - Kisses Creamy Milk Choclate Pouch (146g) ,Units,0,0,1016.95,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836703233,Chocolates,Hershey’s - Kisses Creamy Milk Choclate Pouch (82g) ,Units,0,0,720.34,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6942836703301,Chocolates,Hershey’s - Kisses Creamy Milk Choclate With Almond Pouch (146g) ,Units,1,2,1016.95,2033.9,3,#N/A,#N/A,#N/A,#N/A
Badar,00454,Vegetables,Holey - 500 g,Units,0,0,0,0,0,29,278,0.5,0
Badar,278,Vegetables,Holey in KG for Purchase,kg,0,0,144.67,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1818,Dry Fruits,Honey Almonds (200g),Units,0,0,1277.76,0,0,#N/A,1814,0.2,0
Badar,1814,Dry Fruits,Honey Almonds Loose,kg,0,0,6388.78,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6972896280061,Fruits,Honey Pomelo,Units,0,0,1033.33,0,0,#N/A,#N/A,#N/A,#N/A
Badar,384,Fruits,Honeydew Melon,kg,0,0,209.25,0,0,#N/A,#N/A,#N/A,#N/A
Badar,15648778,Chocolates,Horlicks - Chocolate Delight Flavour (500g),Units,0,0,875,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8886467076091,Beverages,Horlicks - Chocolate Flavour (400g),Units,0,0,1123.08,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2999,Pantry,Hot Oven By C -  Brazilian Butter,Units,0,0,3600,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2998,Pantry,Hot Oven By C - Basil Dil & Chives Pesto,Units,0,0,1160,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2959,Pantry,Hot Oven By C - Bounty Cake,Units,0,0,1480,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3022,Pantry,Hot Oven By C - Butter Chicken With Turmeric Rice,Units,0,0,1280,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3029,Pantry,Hot Oven By C - Carrot Cheesecake,Units,0,0,800,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2772,Pantry,Hot Oven By C - Forbidden Apple,Units,0,0,840,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2537,Pantry,Hot Oven By C - Lavish Crackers,Units,32,0,1160,0,32,#N/A,#N/A,#N/A,#N/A
Badar,2960,Pantry,Hot Oven By C - Lindt Raspberry Cake ,Units,0,0,1000,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3028,Pantry,Hot Oven By C - Lindt Tart Roasted Almond Sea Salt,Units,0,0,800,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2593,Pantry,Hot Oven By C - Orange Marmalade Cake,Units,0,0,840,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3138,Pantry,Hot Oven By C - Strawberry Cheese Cake,Units,0,0,1160,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2929,Pantry,Hot Oven by C - Apple Pear & Lavender Jam,Units,0,0,1320,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2522,Pantry,Hot Oven by C - Bangkok Noodles,Units,0,0,1560,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2893,Pantry,Hot Oven by C - Carrot cake Slice,Units,0,0,760,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2461,Pantry,Hot Oven by C - Carrot cake with walnuts and cream cheese icing,Units,0,0,840,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2926,Pantry,Hot Oven by C - Charcuterie Box,Units,0,0,2240,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2521,Pantry,Hot Oven by C - Chelu Kebab,Units,0,0,1560,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2925,Pantry,Hot Oven by C - Chilli Chedder Dip,Units,0,0,1480,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2457,Pantry,Hot Oven by C - Chilli Hummus with Labneh & Zaatar 550g,Units,22,0,1480,0,22,#N/A,#N/A,#N/A,#N/A
Badar,2629,Pantry,Hot Oven by C - Chocolate Fugde Cake,Units,0,0,840,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2497,Pantry,Hot Oven by C - Lindt Roasted Almond Slice,Units,0,0,784,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2460,Pantry,Hot Oven by C - Lindt honeycomb tart,Units,0,0,784,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2807,Pantry,Hot Oven by C - Mango Sticky Rice,Units,0,0,1200,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2810,Pantry,Hot Oven by C - Matilda Cake,Units,9,0,1360,0,9,#N/A,#N/A,#N/A,#N/A
Badar,2924,Pantry,Hot Oven by C - Syrian Muhammara,Units,0,0,1440,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2894,Pantry,Hot Oven by C - Tiramsu,Units,0,0,1320,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3341,Pantry,Hot Oven by C - Tom Cruise Cake,Units,0,0,1560,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2928,Pantry,Hot Oven by C - Whipped Lavender Honey Butter,Units,0,0,1160,0,0,#N/A,#N/A,#N/A,#N/A
Badar,077377508132,Pantry,House Foods - Wasabi Paste (43g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00334,Honey,Hunza - Apricot Honey (250gm),Units,1,0,478.5,0,1,#N/A,#N/A,#N/A,#N/A
Badar,1010020050000,Honey,Hunza - Apricot Honey (500gm),Units,0,0,948.3,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00332,Honey,Hunza - Apricot Honey (960gm),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,520,Honey,Hunza - Berry Honey (250gm),Units,0,0,1070.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1010040050000,Honey,Hunza - Berry Honey (500g),Units,0,0,2187.85,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00326,Honey,Hunza - Herbal Honey (250gm),Units,2,0,417.6,0,2,#N/A,#N/A,#N/A,#N/A
Badar,1010010050000,Honey,Hunza - Herbal Honey (500gm),Units,0,0,817.8,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00328,Honey,Hunza - Herbal Honey (960gm),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00331,Honey,Hunza - Russian Olive Honey (250gm),Units,2,0,922.2,0,2,#N/A,#N/A,#N/A,#N/A
Badar,1010030050000,Honey,Hunza - Russian Olive Honey (500gm),Units,0,0,1827,0,0,#N/A,#N/A,#N/A,#N/A
Badar,418,Fruits,Hunza Cherry (250gm),Units,12,0,0,0,12,#N/A,419,0.2,2.4
Badar,2262,Fruits,Hunza Cherry (500gm),Units,0,0,1200,0,0,#N/A,419,0.5,0
Badar,419,Fruits,Hunza Cherry In Kg - for purchase,kg,0,10,1192.24,11922.4,10,#N/A,#N/A,#N/A,#N/A
Badar,2233,Pantry,Hunza Delight - Apple Cider Vinegar 400Ml,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2234,Pantry,Hunza Delight - Apricot Cider Vinegar 400Ml,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,211003004000,Pantry,Hunza Delight - Cherry Cider Vinegar (400ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2235,Pantry,Hunza Delight - Mulberry Vinegar 400Ml,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,640020000,Pantry,Hunza Delight - Organic Sundried Apricot (200g),Units,2,0,321.9,0,2,#N/A,#N/A,#N/A,#N/A
Badar,920023006,Pantry,Hunza Delight - Sea Buckthron Seeds Oil Omega 7 (130ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,910023005,Pantry,Hunza Delight - Sea Buckthron Seeds Powder 200g,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2232,Pantry,Hunza Delight - Sea Buckthron Vinegar,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2905,Fruits,Hunza Pear ,kg,0,0,887.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,024463061095,Pantry,Huy Fong - Sriracha Sauce (481g),Units,0,0,1160,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8966000070196,Dry Fruits,Hy Foods - Fruits & Seeds Mix (125g),Units,14,10,640,6400,24,#N/A,#N/A,#N/A,#N/A
Badar,8966000070189,Dry Fruits,Hy Foods - Omega Power Seeds (125g),Units,15,9,640,5760,24,#N/A,#N/A,#N/A,#N/A
Badar,1892,Pantry,Hysbat - Bran Bread,Units,0,0,148.75,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1897,Pantry,Hysbat - Bread Roll,Units,0,0,136,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1889,Pantry,Hysbat - Croissant (3 Piece),Units,0,0,255,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1895,Pantry,Hysbat - Dinner Roll (6 Piece),Units,0,0,110.5,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1911,Pantry,Hysbat - French Bread,Units,0,0,136,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1896,Pantry,Hysbat - Garlic Bread,Units,0,0,131.75,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1890,Pantry,Hysbat - Hot Dog Roll (4 piece),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1893,Pantry,Hysbat - Multi Grain,Units,0,0,212.5,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1898,Pantry,Hysbat - Pita Bread Bran,Units,0,0,97.75,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1894,Pantry,Hysbat - Pita Bread White (L) 4 Piece,Units,0,0,110.5,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1899,Pantry,Hysbat - Plain Bread,Units,0,0,136,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1907,Pantry,Hysbat - Potato buns,Units,0,0,136,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5028905026715,Pantry,IC - Apple Cider Vinegar (473ml),Units,1,0,931.72,0,1,#N/A,#N/A,#N/A,#N/A
Badar,5028905026739,Pantry,IC - Apple Cider Vinegar (946ml),Units,0,0,1650,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8003753900735,Tea & Coffee,IL - Ground Coffee Dark Roast 125g,Units,0,0,1200,0,0,#N/A,#N/A,#N/A,#N/A
Badar,647697684405,Beverages,ISO Clear - Apple Spritz (27g) ,Units,0,0,540,0,0,#N/A,#N/A,#N/A,#N/A
Badar,647697684436,Beverages,ISO Clear - Island Pineapple (27g),Units,0,0,540,0,0,#N/A,#N/A,#N/A,#N/A
Badar,647697684429,Beverages,ISO Clear - Pink Lemonade (27g),Units,0,0,540,0,0,#N/A,#N/A,#N/A,#N/A
Badar,647697684399,Beverages,ISO Creme - Chocolate Fudge (27g),Units,0,0,540,0,0,#N/A,#N/A,#N/A,#N/A
Badar,647697684375,Beverages,ISO Creme - Mango Smoothie (27g),Units,0,0,540,0,0,#N/A,#N/A,#N/A,#N/A
Badar,647697684368,Beverages,ISO Creme - Strawberry Souffle (27g),Units,0,0,540,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00062,Vegetables,Ice Berg Lettuce,kg,4,9.5,332.57,3159.415,13.5,#N/A,#N/A,#N/A,#N/A
Badar,0401,Beverages,Icetea Peach Syrup Purchase,kg,0,0,3000,0,0,#N/A,#N/A,#N/A,#N/A
Badar,4901011108975,Pantry,Ichibiki - Wheat Free Soy Sauce (500ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8692971431000,Frozen,Icim Rahat Labne 200 g,Units,0,0,937,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8692971030159,Frozen,Icim- Labne 200 g,Units,0,0,987,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2487,Pantry,Il Capo - Fig Jam 190g,Units,0,0,640,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3219,Pantry,Il Capo - Mixed Citrus Marmalade (190g),Units,6,6,680,4080,12,#N/A,#N/A,#N/A,#N/A
Badar,2775,Pantry,Il Capo - Strawberry Jam 190g,Units,0,0,640,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1528,Dry Fruits,Indian Coconut Loose,kg,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,9311931192759,Tea & Coffee,Indocafe - Instant Gourmet Coffee (50g),Units,1,0,557.57,0,1,#N/A,#N/A,#N/A,#N/A
Badar,9311931022018,Pantry,Indocafe - Original Blend (2g),Units,0,0,20,0,0,#N/A,#N/A,#N/A,#N/A
Badar,9311931082036,Tea & Coffee,Indocafe - Original Blend Coffee (50g),Units,1,0,551.97,0,1,#N/A,#N/A,#N/A,#N/A
Badar,729955568570,Pantry,Inkas Foods - Yellow Hot Pepper (212gm),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1313,Dates,Irani Dates (250g),Units,0,1,129.64,129.64,1,#N/A,003417,0.25,0
Badar,3293,Dates,Irani Dates (400g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00167,Dates,Irani Dates (500g),Units,3,1,259.19,259.19,4,#N/A,003417,0.5,1.5
Badar,003417,Dates,Irani Dates Loose,kg,0,0,519.76,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5000382121787,Beverages,Irn Bru - Orignal (330ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,9781234567897,Pantry,Islanders -  Blazing Bbq Sauce (250g),Units,0,0,510,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8893865754360,Frozen,Islanders - Beef Burger Patties (480gm),Units,0,0,1170,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8893865726442,Frozen,Islanders - Chicken Burger Patties (480gm),Units,0,0,1170,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8893865718997,Pantry,Islanders - Classic Burger Sauce (250g),Units,0,0,470,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8893830177866,Pantry,Islanders - Hot Mayo Sauce (250g),Units,0,0,450,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8009940000578,Pantry,ItalPasta - Penne Rigate  500g,Units,1,0,347.46,0,1,#N/A,#N/A,#N/A,#N/A
Badar,8009940000035,Pantry,ItalPasta - Spaghetti 500g,Units,2,0,348.49,0,2,#N/A,#N/A,#N/A,#N/A
Badar,8009940021030,Pantry,ItalPasta - Tagliatette 500g,Units,0,0,478.81,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8964000716199,Pantry,Italiano - Brown Sugar (300g),Units,2,0,101.69,0,2,#N/A,#N/A,#N/A,#N/A
Badar,8964000716229,Pantry,Italiano - Caster Sugar (250g),Units,3,0,101.69,0,3,#N/A,#N/A,#N/A,#N/A
Badar,8964000720189,Pantry,Italiano - Celery Salt (140g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8964000721223,Pantry,Italiano - Cheddar Cheese Powder (75g) ,Units,1,0,423.72,0,1,#N/A,#N/A,#N/A,#N/A
Badar,8964000719992,Pantry,Italiano - Corn Flour (100g),Units,4,0,65.25,0,4,#N/A,#N/A,#N/A,#N/A
Badar,8964000719220,Pantry,Italiano - Corn Flour (300g),Units,0,0,122.03,0,0,#N/A,#N/A,#N/A,#N/A
